0.001	10.000000	0.000000	1.000000	10.000000
0.004	10.000000	0.000000	1.000000	10.000000
0.006	10.000000	0.000000	1.000000	10.000000
0.009	10.000000	0.000000	1.000000	10.000000
0.011	10.000000	0.000000	1.000000	10.000000
0.014	10.000000	0.000000	1.000000	10.000000
0.016	10.000000	0.000000	1.000000	10.000000
0.019	10.000000	0.000000	1.000000	10.000000
0.021	10.000000	0.000000	1.000000	10.000000
0.024	10.000000	0.000000	1.000000	10.000000
0.026	10.000000	0.000000	1.000000	10.000000
0.029	10.000000	0.000000	1.000000	10.000000
0.031	10.000000	0.000000	1.000000	10.000000
0.034	10.000000	0.000000	1.000000	10.000000
0.036	10.000000	0.000000	1.000000	10.000000
0.039	10.000000	0.000000	1.000000	10.000000
0.041	10.000000	0.000000	1.000000	10.000000
0.044	10.000000	0.000000	1.000000	10.000000
0.046	10.000000	0.000000	1.000000	10.000000
0.049	10.000000	0.000000	1.000000	10.000000
0.051	10.000000	0.000000	1.000000	10.000000
0.054	10.000000	0.000000	1.000000	10.000000
0.056	10.000000	0.000000	1.000000	10.000000
0.059	10.000000	0.000000	1.000000	10.000000
0.061	10.000000	0.000000	1.000000	10.000000
0.064	10.000000	0.000000	1.000000	10.000000
0.066	10.000000	0.000000	1.000000	10.000000
0.069	10.000000	0.000000	1.000000	10.000000
0.071	10.000000	0.000000	1.000000	10.000000
0.074	10.000000	0.000000	1.000000	10.000000
0.076	10.000000	0.000000	1.000000	10.000000
0.079	10.000000	0.000000	1.000000	10.000000
0.081	10.000000	0.000000	1.000000	10.000000
0.084	10.000000	0.000000	1.000000	10.000000
0.086	10.000000	0.000000	1.000000	10.000000
0.089	10.000000	0.000000	1.000000	10.000000
0.091	10.000000	0.000000	1.000000	10.000000
0.094	10.000000	0.000000	1.000000	10.000000
0.096	10.000000	0.000000	1.000000	10.000000
0.099	10.000000	0.000000	1.000000	10.000000
0.101	10.000000	0.000000	1.000000	10.000000
0.104	10.000000	0.000000	1.000000	10.000000
0.106	10.000000	0.000000	1.000000	10.000000
0.109	10.000000	0.000000	1.000000	10.000000
0.111	10.000000	0.000000	1.000000	10.000000
0.114	10.000000	0.000000	1.000000	10.000000
0.116	10.000000	0.000000	1.000000	10.000000
0.119	10.000000	0.000000	1.000000	10.000000
0.121	10.000000	0.000000	1.000000	10.000000
0.124	10.000000	0.000000	1.000000	10.000000
0.126	10.000000	0.000000	1.000000	10.000000
0.129	10.000000	0.000000	1.000000	10.000000
0.131	10.000000	0.000000	1.000000	10.000000
0.134	10.000000	0.000000	1.000000	10.000000
0.136	10.000000	0.000000	1.000000	10.000000
0.139	10.000000	0.000000	1.000000	10.000000
0.141	10.000000	0.000000	1.000000	10.000000
0.144	10.000000	0.000000	1.000000	10.000000
0.146	10.000000	0.000000	1.000000	10.000000
