0	300
0.0005	300.074
0.001	300.147
0.0015	300.221
0.002	300.295
0.0025	300.37
0.003	300.444
0.0035	300.52
0.004	300.595
0.0045	300.672
0.005	300.749
0.0055	300.827
0.006	300.906
0.0065	300.986
0.007	301.067
0.0075	301.15
0.008	301.234
0.0085	301.32
0.009	301.407
0.0095	301.495
0.01	301.586
0.0105	301.678
0.011	301.772
0.0115	301.869
0.012	301.967
0.0125	302.068
0.013	302.171
0.0135	302.277
0.014	302.385
0.0145	302.496
0.015	302.61
0.0155	302.726
0.016	302.846
0.0165	302.969
0.017	303.095
0.0175	303.224
0.018	303.357
0.0185	303.494
0.019	303.634
0.0195	303.778
0.02	303.926
0.0205	304.078
0.021	304.234
0.0215	304.394
0.022	304.559
0.0225	304.729
0.023	304.903
0.0235	305.082
0.024	305.266
0.0245	305.455
0.025	305.649
0.0255	305.848
0.026	306.053
0.0265	306.264
0.027	306.48
0.0275	306.702
0.028	306.93
0.0285	307.164
0.029	307.404
0.0295	307.651
0.03	307.904
0.0305	308.164
0.031	308.431
0.0315	308.704
0.032	308.985
0.0325	309.272
0.033	309.568
0.0335	309.87
0.034	310.18
0.0345	310.498
0.035	310.824
0.0355	311.158
0.036	311.5
0.0365	311.851
0.037	312.21
0.0375	312.577
0.038	312.954
0.0385	313.339
0.039	313.734
0.0395	314.138
0.04	314.551
0.0405	314.973
0.041	315.406
0.0415	315.848
0.042	316.3
0.0425	316.762
0.043	317.235
0.0435	317.718
0.044	318.211
0.0445	318.715
0.045	319.23
0.0455	319.756
0.046	320.292
0.0465	320.84
0.047	321.4
0.0475	321.97
0.048	322.553
0.0485	323.147
0.049	323.753
0.0495	324.37
0.05	325
0.0505	325.642
0.051	326.296
0.0515	326.962
0.052	327.641
0.0525	328.333
0.053	329.037
0.0535	329.754
0.054	330.483
0.0545	331.226
0.055	331.982
0.0555	332.75
0.056	333.532
0.0565	334.328
0.057	335.136
0.0575	335.958
0.058	336.794
0.0585	337.643
0.059	338.505
0.0595	339.382
0.06	340.272
0.0605	341.175
0.061	342.092
0.0615	343.023
0.062	343.968
0.0625	344.927
0.063	345.9
0.0635	346.887
0.064	347.887
0.0645	348.902
0.065	349.931
0.0655	350.973
0.066	352.03
0.0665	353.1
0.067	354.185
0.0675	355.283
0.068	356.395
0.0685	357.52
0.069	358.659
0.0695	359.812
0.07	360.978
0.0705	362.157
0.071	363.351
0.0715	364.557
0.072	365.776
0.0725	367.009
0.073	368.255
0.0735	369.513
0.074	370.785
0.0745	372.069
0.075	373.366
0.0755	374.675
0.076	375.997
0.0765	377.33
0.077	378.676
0.0775	380.034
0.078	381.403
0.0785	382.784
0.079	384.177
0.0795	385.581
0.08	386.996
0.0805	388.422
0.081	389.858
0.0815	391.305
0.082	392.763
0.0825	394.23
0.083	395.708
0.0835	397.195
0.084	398.691
0.0845	400.197
0.085	401.711
0.0855	403.235
0.086	404.767
0.0865	406.307
0.087	407.855
0.0875	409.411
0.088	410.975
0.0885	412.545
0.089	414.123
0.0895	415.707
0.09	417.297
0.0905	418.894
0.091	420.496
0.0915	422.104
0.092	423.718
0.0925	425.336
0.093	426.959
0.0935	428.586
0.094	430.218
0.0945	431.853
0.095	433.492
0.0955	435.134
0.096	436.778
0.0965	438.425
0.097	440.075
0.0975	441.726
0.098	443.379
0.0985	445.033
0.099	446.688
0.0995	448.344
0.1	450
