0.003	1.000000	0.000000
0.007	0.718311	0.909187
0.013	0.650127	1.159252
0.018	0.619530	1.277428
0.022	0.603417	1.341369
0.028	0.594099	1.378946
0.033	0.588274	1.402690
0.037	0.584333	1.418886
0.043	0.581435	1.430871
0.048	0.579124	1.440480
0.052	0.577147	1.448737
0.058	0.575362	1.456224
0.062	0.573686	1.463269
0.068	0.572074	1.470061
0.072	0.570499	1.476707
0.077	0.568948	1.483269
0.083	0.567410	1.489782
0.088	0.565882	1.496266
0.092	0.564360	1.502732
0.098	0.562842	1.509188
0.103	0.561329	1.515638
0.107	0.559819	1.522082
0.113	0.558312	1.528523
0.118	0.556808	1.534961
0.122	0.555306	1.541396
0.128	0.553808	1.547829
0.133	0.552312	1.554260
0.138	0.550818	1.560688
0.143	0.549328	1.567114
0.147	0.547840	1.573538
0.152	0.546355	1.579960
0.158	0.544873	1.586379
0.163	0.543393	1.592795
0.168	0.541916	1.599209
0.173	0.540442	1.605621
0.177	0.538971	1.612029
0.182	0.537502	1.618435
0.188	0.536037	1.624838
0.193	0.534574	1.631238
0.198	0.533114	1.637634
0.203	0.531657	1.644028
0.208	0.530203	1.650418
0.212	0.528752	1.656806
0.217	0.527304	1.663189
0.223	0.525859	1.669569
0.228	0.524417	1.675945
0.233	0.522977	1.682318
0.238	0.521541	1.688687
0.242	0.520108	1.695051
0.247	0.518678	1.701412
0.253	0.517251	1.707768
0.258	0.515827	1.714120
0.263	0.514407	1.720467
0.268	0.512989	1.726810
0.273	0.511575	1.733147
0.278	0.510164	1.739480
0.283	0.508757	1.745808
0.288	0.507352	1.752130
0.292	0.505951	1.758447
0.297	0.504554	1.764758
0.302	0.503160	1.771064
0.307	0.501769	1.777363
0.312	0.500382	1.783657
0.318	0.498998	1.789943
0.323	0.497618	1.796224
0.328	0.496241	1.802497
0.333	0.494869	1.808763
0.338	0.493500	1.815022
0.343	0.492134	1.821274
0.348	0.490773	1.827518
0.352	0.489415	1.833754
0.357	0.488061	1.839981
0.362	0.486711	1.846200
0.367	0.485365	1.852410
0.372	0.484024	1.858611
0.378	0.482686	1.864803
0.383	0.481353	1.870984
0.388	0.480023	1.877156
0.393	0.478699	1.883317
0.398	0.477378	1.889468
0.403	0.476062	1.895607
0.408	0.474751	1.901734
0.413	0.473444	1.907850
0.417	0.472142	1.913953
0.422	0.470845	1.920044
0.427	0.469552	1.926121
0.432	0.468265	1.932185
0.438	0.466982	1.938234
0.443	0.465705	1.944269
0.448	0.464433	1.950288
0.453	0.463166	1.956292
0.458	0.461905	1.962280
0.463	0.460649	1.968250
0.468	0.459399	1.974203
0.473	0.458155	1.980138
0.478	0.456917	1.986054
0.482	0.455684	1.991951
0.487	0.454458	1.997828
0.492	0.453239	2.003684
0.497	0.452025	2.009518
0.503	0.450819	2.015330
0.508	0.449619	2.021119
0.512	0.448426	2.026883
0.517	0.447240	2.032623
0.522	0.446062	2.038337
0.527	0.444891	2.044025
0.532	0.443727	2.049684
0.537	0.442572	2.055315
0.542	0.441424	2.060916
0.547	0.440285	2.066487
0.552	0.439154	2.072025
0.557	0.438031	2.077531
0.562	0.436918	2.083002
0.568	0.435813	2.088438
0.573	0.434718	2.093838
0.578	0.433633	2.099199
0.583	0.432557	2.104521
0.588	0.431492	2.109803
0.593	0.430436	2.115042
0.598	0.429392	2.120238
0.603	0.428358	2.125389
0.608	0.427335	2.130493
0.613	0.426324	2.135549
0.618	0.425325	2.140555
0.623	0.424338	2.145510
0.628	0.423363	2.150412
0.633	0.422401	2.155260
0.638	0.421452	2.160051
0.642	0.420516	2.164783
0.647	0.419594	2.169456
0.652	0.418686	2.174067
0.657	0.417792	2.178614
0.662	0.416913	2.183096
0.667	0.416049	2.187510
0.672	0.415200	2.191856
0.677	0.414367	2.196130
0.682	0.413550	2.200332
0.688	0.412749	2.204459
0.693	0.411965	2.208510
0.698	0.411198	2.212482
0.703	0.410448	2.216375
0.708	0.409716	2.220186
0.713	0.409001	2.223914
0.718	0.408305	2.227557
0.723	0.407627	2.231115
0.728	0.406968	2.234584
0.733	0.406327	2.237965
0.738	0.405706	2.241256
0.743	0.405104	2.244456
0.748	0.404521	2.247563
0.753	0.403957	2.250579
0.758	0.403414	2.253500
0.763	0.402889	2.256328
0.768	0.402385	2.259062
0.772	0.401900	2.261701
0.777	0.401434	2.264247
0.782	0.400988	2.266699
0.787	0.400561	2.269057
0.792	0.400153	2.271324
0.797	0.399764	2.273499
0.802	0.399394	2.275584
0.807	0.399041	2.277581
0.812	0.398707	2.279492
0.818	0.398389	2.281318
0.823	0.398089	2.283063
0.828	0.397804	2.284730
0.833	0.397535	2.286321
0.838	0.397281	2.287842
0.843	0.397040	2.289295
0.848	0.396812	2.290686
0.853	0.396595	2.292021
0.858	0.396389	2.293306
0.863	0.396191	2.294547
0.868	0.396001	2.295753
0.873	0.395817	2.296932
0.878	0.395636	2.298094
0.883	0.395456	2.299251
0.888	0.395275	2.300416
0.893	0.395089	2.301604
0.897	0.394896	2.302832
0.902	0.394690	2.304119
0.907	0.394468	2.305488
0.912	0.394225	2.306967
0.917	0.393954	2.308586
0.922	0.393647	2.310381
0.927	0.393296	2.312396
0.932	0.392892	2.314681
0.938	0.392421	2.317297
0.943	0.391870	2.320318
0.948	0.391220	2.323832
0.953	0.390450	2.327946
0.958	0.389535	2.332793
0.963	0.388441	2.338540
0.968	0.387127	2.345394
0.973	0.385541	2.353623
0.978	0.383614	2.363574
0.983	0.381257	2.375710
0.988	0.378094	2.389383
0.993	0.349177	2.276244
0.998	0.100000	0.000000
