2.5e-06	10	0	1	10
7.5e-06	10	0	1	10
1.25e-05	10	0	1	10
1.75e-05	10	0	1	10
2.25e-05	10	0	1	10
2.75e-05	10	0	1	10
3.25e-05	10	0	1	10
3.75e-05	10	0	1	10
4.25e-05	10	0	1	10
4.75e-05	10	0	1	10
5.25e-05	10	0	1	10
5.75e-05	10	0	1	10
6.25e-05	10	0	1	10
6.75e-05	10	0	1	10
7.25e-05	10	0	1	10
7.75e-05	10	0	1	10
8.25e-05	10	0	1	10
8.75e-05	10	0	1	10
9.25e-05	10	0	1	10
9.75e-05	10	0	1	10
0.0001025	10	0	1	10
0.0001075	10	0	1	10
0.0001125	10	0	1	10
0.0001175	10	0	1	10
0.0001225	10	0	1	10
0.0001275	10	0	1	10
0.0001325	10	0	1	10
0.0001375	10	0	1	10
0.0001425	10	0	1	10
0.0001475	10	0	1	10
0.0001525	10	0	1	10
0.0001575	10	0	1	10
0.0001625	10	0	1	10
0.0001675	10	0	1	10
0.0001725	10	0	1	10
0.0001775	10	0	1	10
0.0001825	10	0	1	10
0.0001875	10	0	1	10
0.0001925	10	0	1	10
0.0001975	10	0	1	10
0.0002025	10	0	1	10
0.0002075	10	0	1	10
0.0002125	10	0	1	10
0.0002175	10	0	1	10
0.0002225	10	0	1	10
0.0002275	10	0	1	10
0.0002325	10	0	1	10
0.0002375	10	0	1	10
0.0002425	10	0	1	10
0.0002475	10	0	1	10
0.0002525	10	0	1	10
0.0002575	10	0	1	10
0.0002625	10	0	1	10
0.0002675	10	0	1	10
0.0002725	10	0	1	10
0.0002775	10	0	1	10
0.0002825	10	0	1	10
0.0002875	10	0	1	10
0.0002925	10	0	1	10
0.0002975	10	0	1	10
0.0003025	10	0	1	10
0.0003075	10	0	1	10
0.0003125	10	0	1	10
0.0003175	10	0	1	10
0.0003225	10	0	1	10
0.0003275	10	0	1	10
0.0003325	10	0	1	10
0.0003375	10	0	1	10
0.0003425	10	0	1	10
0.0003475	10	0	1	10
0.0003525	10	0	1	10
0.0003575	10	0	1	10
0.0003625	10	0	1	10
0.0003675	10	0	1	10
0.0003725	10	0	1	10
0.0003775	10	0	1	10
0.0003825	10	0	1	10
0.0003875	10	0	1	10
0.0003925	10	0	1	10
0.0003975	10	0	1	10
0.0004025	10	0	1	10
0.0004075	10	0	1	10
0.0004125	10	0	1	10
0.0004175	10	0	1	10
0.0004225	10	0	1	10
0.0004275	10	0	1	10
0.0004325	10	0	1	10
0.0004375	10	0	1	10
0.0004425	10	0	1	10
0.0004475	10	0	1	10
0.0004525	10	0	1	10
0.0004575	10	0	1	10
0.0004625	10	0	1	10
0.0004675	10	0	1	10
0.0004725	10	0	1	10
0.0004775	10	0	1	10
0.0004825	10	0	1	10
0.0004875	10	0	1	10
0.0004925	10	0	1	10
0.0004975	10	0	1	10
0.0005025	10	0	1	10
0.0005075	10	0	1	10
0.0005125	10	0	1	10
0.0005175	10	0	1	10
0.0005225	10	0	1	10
0.0005275	10	0	1	10
0.0005325	10	0	1	10
0.0005375	10	0	1	10
0.0005425	10	0	1	10
0.0005475	10	0	1	10
0.0005525	10	0	1	10
0.0005575	10	0	1	10
0.0005625	10	0	1	10
0.0005675	10	0	1	10
0.0005725	10	0	1	10
0.0005775	10	0	1	10
0.0005825	10	0	1	10
0.0005875	10	0	1	10
0.0005925	10	0	1	10
0.0005975	10	0	1	10
0.0006025	10	0	1	10
0.0006075	10	0	1	10
0.0006125	10	0	1	10
0.0006175	10	0	1	10
