0	0
0.0251256	0.025123
0.0502513	0.0502301
0.0753769	0.0753055
0.100503	0.100333
0.125628	0.125298
0.150754	0.150183
0.175879	0.174974
0.201005	0.199654
0.226131	0.224208
0.251256	0.248621
0.276382	0.272877
0.301508	0.29696
0.326633	0.320856
0.351759	0.344549
0.376884	0.368025
0.40201	0.391269
0.427136	0.414266
0.452261	0.437001
0.477387	0.45946
0.502513	0.481629
0.527638	0.503494
0.552764	0.525041
0.577889	0.546257
0.603015	0.567128
0.628141	0.587641
0.653266	0.607783
0.678392	0.627542
0.703518	0.646904
0.728643	0.665858
0.753769	0.684392
0.778894	0.702493
0.80402	0.720151
0.829146	0.737355
0.854271	0.754093
0.879397	0.770355
0.904523	0.78613
0.929648	0.80141
0.954774	0.816183
0.9799	0.830441
1.00503	0.844175
1.03015	0.857377
1.05528	0.870037
1.0804	0.882147
1.10553	0.893701
1.13065	0.904691
1.15578	0.915109
1.1809	0.92495
1.20603	0.934207
1.23116	0.942874
1.25628	0.950947
1.28141	0.958418
1.30653	0.965285
1.33166	0.971542
1.35678	0.977187
1.38191	0.982214
1.40704	0.986621
1.43216	0.990405
1.45729	0.993565
1.48241	0.996097
1.50754	0.998
1.53266	0.999273
1.55779	0.999915
1.58291	0.999927
1.60804	0.999306
1.63317	0.998056
1.65829	0.996175
1.68342	0.993665
1.70854	0.990528
1.73367	0.986766
1.75879	0.98238
1.78392	0.977375
1.80905	0.971753
1.83417	0.965517
1.8593	0.958672
1.88442	0.951221
1.90955	0.94317
1.93467	0.934524
1.9598	0.925288
1.98492	0.915467
2.01005	0.905069
2.03518	0.8941
2.0603	0.882566
2.08543	0.870475
2.11055	0.857834
2.13568	0.844652
2.1608	0.830936
2.18593	0.816697
2.21106	0.801941
2.23618	0.786679
2.26131	0.770921
2.28643	0.754676
2.31156	0.737955
2.33668	0.720768
2.36181	0.703126
2.38693	0.685039
2.41206	0.666521
2.43719	0.647582
2.46231	0.628234
2.48744	0.608489
2.51256	0.588361
2.53769	0.56786
2.56281	0.547002
2.58794	0.525798
2.61307	0.504262
2.63819	0.482408
2.66332	0.460249
2.68844	0.4378
2.71357	0.415075
2.73869	0.392087
2.76382	0.368852
2.78894	0.345384
2.81407	0.321698
2.8392	0.297809
2.86432	0.273732
2.88945	0.249482
2.91457	0.225075
2.9397	0.200525
2.96482	0.175849
2.98995	0.151062
3.01508	0.12618
3.0402	0.101218
3.06533	0.0761921
3.09045	0.0511182
3.11558	0.0260118
3.1407	0.000889214
3.16583	-0.0242342
3.19095	-0.049342
3.21608	-0.0744189
3.24121	-0.0994486
3.26633	-0.124416
3.29146	-0.149304
3.31658	-0.174099
3.34171	-0.198783
3.36683	-0.223342
3.39196	-0.24776
3.41709	-0.272021
3.44221	-0.296111
3.46734	-0.320014
3.49246	-0.343715
3.51759	-0.367198
3.54271	-0.390451
3.56784	-0.413456
3.59296	-0.436201
3.61809	-0.45867
3.64322	-0.48085
3.66834	-0.502726
3.69347	-0.524285
3.71859	-0.545512
3.74372	-0.566396
3.76884	-0.586922
3.79397	-0.607077
3.8191	-0.626849
3.84422	-0.646226
3.86935	-0.665194
3.89447	-0.683743
3.9196	-0.70186
3.94472	-0.719534
3.96985	-0.736754
3.99497	-0.753508
4.0201	-0.769787
4.04523	-0.78558
4.07035	-0.800877
4.09548	-0.815669
4.1206	-0.829946
4.14573	-0.843698
4.17085	-0.856919
4.19598	-0.869598
4.22111	-0.881728
4.24623	-0.893302
4.27136	-0.904311
4.29648	-0.91475
4.32161	-0.924612
4.34673	-0.93389
4.37186	-0.942578
4.39699	-0.950671
4.42211	-0.958164
4.44724	-0.965052
4.47236	-0.971332
4.49749	-0.976997
4.52261	-0.982047
4.54774	-0.986476
4.57286	-0.990282
4.59799	-0.993464
4.62312	-0.996018
4.64824	-0.997943
4.67337	-0.999239
4.69849	-0.999903
4.72362	-0.999937
4.74874	-0.999339
4.77387	-0.998111
4.799	-0.996252
4.82412	-0.993765
4.84925	-0.99065
4.87437	-0.986909
4.8995	-0.982546
4.92462	-0.977563
4.94975	-0.971962
4.97487	-0.965748
5	-0.958924
